CH1,CH2,CH3,CH4,Ts,parameter,value
4.000000000e+0,-4.800000000e-2,4.161562500e+1,-6.652800000e+1,,,
2.015625000e+0,-4.796875000e-2,4.200000000e+1,-6.988800000e+1,,,
3.968750000e+0,-6.000000000e-2,4.160000000e+1,-6.786150000e+1,,,
8.031250000e+0,-4.400000000e-2,4.199687500e+1,-6.720000000e+1,,,
2.031250000e+0,-5.200000000e-2,4.120312500e+1,-6.787200000e+1,,,
3.968750000e+0,-6.040625000e-2,4.117812500e+1,-6.853875000e+1,,,
1.968750000e+0,-4.400000000e-2,4.160000000e+1,-6.921600000e+1,,,
-4.687500000e-2,-4.803125000e-2,4.120312500e+1,-6.788250000e+1,,,
-1.968750000e+0,-5.200000000e-2,4.240312500e+1,-6.653325000e+1,,,
4.093750000e+0,-4.400000000e-2,4.199062500e+1,-6.787725000e+1,,,
5.921875000e+0,-4.803125000e-2,4.159687500e+1,-6.787200000e+1,,,
0.000000000e+0,-5.203125000e-2,4.120625000e+1,-6.787200000e+1,,,
5.968750000e+0,-5.593750000e-2,4.160000000e+1,-6.787725000e+1,,,
2.015625000e+0,-6.009375000e-2,4.199687500e+1,-6.989850000e+1,,,
4.015625000e+0,-5.193750000e-2,4.119375000e+1,-7.054425000e+1,,,
-2.015625000e+0,-6.403125000e-2,4.080312500e+1,-6.783000000e+1,,,
5.937500000e+0,-4.396875000e-2,4.162500000e+1,-6.855450000e+1,,,
6.046875000e+0,-5.193750000e-2,4.200000000e+1,-6.988800000e+1,,,
4.000000000e+0,-6.006250000e-2,4.080312500e+1,-6.786150000e+1,,,
6.031250000e+0,-5.603125000e-2,4.160312500e+1,-6.720000000e+1,,,
5.984375000e+0,-5.600000000e-2,4.120000000e+1,-6.788775000e+1,,,
4.031250000e+0,-4.800000000e-2,4.160000000e+1,-7.125825000e+1,,,
7.984375000e+0,-4.409375000e-2,4.120625000e+1,-7.058100000e+1,,,
2.000000000e+0,-6.800000000e-2,4.280000000e+1,-6.653850000e+1,,,
6.000000000e+0,-5.612500000e-2,4.200625000e+1,-6.789300000e+1,,,
6.000000000e+0,-5.600000000e-2,4.239375000e+1,-6.720000000e+1,,,
4.000000000e+0,-5.200000000e-2,4.200312500e+1,-6.652275000e+1,,,
6.000000000e+0,-5.600000000e-2,4.120625000e+1,-6.854400000e+1,,,
4.000000000e+0,-5.206250000e-2,4.040312500e+1,-6.854925000e+1,,,
4.031250000e+0,-4.406250000e-2,4.120000000e+1,-6.787200000e+1,,,
-1.562500000e-2,-6.006250000e-2,4.079687500e+1,-6.854400000e+1,,,
5.953125000e+0,-6.015625000e-2,4.200312500e+1,-6.853350000e+1,,,
4.015625000e+0,-4.803125000e-2,4.080312500e+1,-6.921600000e+1,,,
2.000000000e+0,-5.590625000e-2,4.280000000e+1,-6.788250000e+1,,,
3.984375000e+0,-6.000000000e-2,4.278125000e+1,-6.989850000e+1,,,
2.015625000e+0,-6.000000000e-2,4.239687500e+1,-6.785625000e+1,,,
6.000000000e+0,-5.596875000e-2,4.159062500e+1,-6.857025000e+1,,,
1.984375000e+0,-4.800000000e-2,4.080937500e+1,-6.921075000e+1,,,
4.000000000e+0,-6.006250000e-2,4.200312500e+1,-6.722100000e+1,,,
-1.562500000e-2,-4.803125000e-2,4.080625000e+1,-6.718950000e+1,,,
5.953125000e+0,-5.603125000e-2,4.079687500e+1,-6.787200000e+1,,,
1.201562500e+1,-4.403125000e-2,4.040312500e+1,-6.720525000e+1,,,
6.062500000e+0,-6.000000000e-2,4.199375000e+1,-6.719475000e+1,,,
5.968750000e+0,-6.000000000e-2,4.200000000e+1,-6.787200000e+1,,,
6.078125000e+0,-6.406250000e-2,4.081562500e+1,-6.787725000e+1,,,
4.031250000e+0,-5.200000000e-2,4.039062500e+1,-6.787200000e+1,,,
8.000000000e+0,-5.200000000e-2,4.120312500e+1,-6.787200000e+1,,,
3.953125000e+0,-5.196875000e-2,4.119375000e+1,-6.720525000e+1,,,
4.046875000e+0,-5.203125000e-2,4.080000000e+1,-6.720000000e+1,,,
5.953125000e+0,-6.003125000e-2,4.120312500e+1,-6.921600000e+1,,,
1.984375000e+0,-6.006250000e-2,4.159062500e+1,-6.721050000e+1,,,
6.031250000e+0,-7.196875000e-2,4.042187500e+1,-6.720000000e+1,,,
5.984375000e+0,-6.018750000e-2,4.079375000e+1,-6.721050000e+1,,,
6.062500000e+0,-4.800000000e-2,4.200625000e+1,-6.921600000e+1,,,
3.125000000e-2,-6.006250000e-2,4.239375000e+1,-6.787200000e+1,,,
3.921875000e+0,-6.403125000e-2,4.159375000e+1,-6.653850000e+1,,,
8.031250000e+0,-6.800000000e-2,4.119687500e+1,-6.855450000e+1,,,
2.078125000e+0,-6.812500000e-2,4.079687500e+1,-6.855450000e+1,,,
4.093750000e+0,-5.596875000e-2,4.080000000e+1,-6.922125000e+1,,,
7.968750000e+0,-6.800000000e-2,4.080000000e+1,-6.988800000e+1,,,
1.953125000e+0,-6.000000000e-2,4.120625000e+1,-6.854400000e+1,,,
4.046875000e+0,-6.003125000e-2,4.200000000e+1,-6.787725000e+1,,,
6.000000000e+0,-6.796875000e-2,4.119375000e+1,-6.922125000e+1,,,
4.000000000e+0,-5.200000000e-2,4.160000000e+1,-6.854400000e+1,,,
8.000000000e+0,-5.575000000e-2,4.160312500e+1,-6.922125000e+1,,,
5.937500000e+0,-6.800000000e-2,4.160000000e+1,-6.787200000e+1,,,
3.984375000e+0,-6.396875000e-2,4.160000000e+1,-6.921600000e+1,,,
1.000000000e+1,-6.006250000e-2,4.200312500e+1,-6.787725000e+1,,,
3.968750000e+0,-6.403125000e-2,4.039687500e+1,-6.854925000e+1,,,
4.015625000e+0,-5.584375000e-2,4.160937500e+1,-6.921600000e+1,,,
-2.015625000e+0,-5.206250000e-2,4.120000000e+1,-6.855450000e+1,,,
5.984375000e+0,-6.359375000e-2,4.198437500e+1,-6.721050000e+1,,,
0.000000000e+0,-7.203125000e-2,4.159375000e+1,-6.720000000e+1,,,
4.000000000e+0,-5.996875000e-2,4.160312500e+1,-6.720525000e+1,,,
5.968750000e+0,-6.000000000e-2,4.118437500e+1,-6.855975000e+1,,,
4.015625000e+0,-5.603125000e-2,4.041250000e+1,-6.854400000e+1,,,
8.000000000e+0,-6.406250000e-2,4.160312500e+1,-6.921600000e+1,,,
3.984375000e+0,-6.409375000e-2,4.120625000e+1,-6.853875000e+1,,,
6.000000000e+0,-6.000000000e-2,4.160625000e+1,-6.720000000e+1,,,
6.000000000e+0,-6.803125000e-2,4.200000000e+1,-6.854400000e+1,,,
2.000000000e+0,-6.803125000e-2,4.120000000e+1,-6.787200000e+1,,,
5.984375000e+0,-7.200000000e-2,4.120312500e+1,-6.854400000e+1,,,
4.015625000e+0,-6.384375000e-2,4.160000000e+1,-6.720000000e+1,,,
5.968750000e+0,-6.003125000e-2,4.160312500e+1,-6.921600000e+1,,,
5.984375000e+0,-7.203125000e-2,4.119687500e+1,-6.786675000e+1,,,
5.906250000e+0,-5.993750000e-2,4.120312500e+1,-7.056000000e+1,,,
-3.125000000e-2,-6.406250000e-2,4.040000000e+1,-6.853875000e+1,,,
4.093750000e+0,-6.396875000e-2,4.120625000e+1,-6.854400000e+1,,,
6.031250000e+0,-6.409375000e-2,4.120000000e+1,-6.854925000e+1,,,
5.937500000e+0,-6.781250000e-2,4.160000000e+1,-6.787200000e+1,,,
-6.250000000e-2,-5.200000000e-2,4.120000000e+1,-6.718950000e+1,,,
1.843750000e+0,-6.787500000e-2,4.120000000e+1,-6.921075000e+1,,,
9.921875000e+0,-6.800000000e-2,4.081250000e+1,-6.854400000e+1,,,
8.015625000e+0,-6.803125000e-2,3.960000000e+1,-6.651750000e+1,,,
6.000000000e+0,-6.809375000e-2,4.123437500e+1,-6.721050000e+1,,,
4.031250000e+0,-7.193750000e-2,4.200000000e+1,-6.921600000e+1,,,
1.953125000e+0,-5.596875000e-2,4.119687500e+1,-6.787200000e+1,,,
7.875000000e+0,-5.968750000e-2,4.120312500e+1,-6.853875000e+1,,,
7.906250000e+0,-7.596875000e-2,4.080000000e+1,-6.853875000e+1,,,
4.015625000e+0,-6.796875000e-2,4.160000000e+1,-6.989850000e+1,,,
8.000000000e+0,-6.406250000e-2,4.200000000e+1,-6.920550000e+1,,,
1.937500000e+0,-7.209375000e-2,4.199687500e+1,-6.721050000e+1,,,
2.015625000e+0,-7.200000000e-2,4.160000000e+1,-6.720000000e+1,,,
6.015625000e+0,-6.787500000e-2,4.160000000e+1,-6.721050000e+1,,,
6.000000000e+0,-5.593750000e-2,4.203750000e+1,-6.920025000e+1,,,
5.968750000e+0,-7.212500000e-2,4.040312500e+1,-6.988800000e+1,,,
2.000000000e+0,-6.781250000e-2,4.161250000e+1,-7.056000000e+1,,,
6.000000000e+0,-6.409375000e-2,4.159375000e+1,-6.991950000e+1,,,
2.000000000e+0,-7.203125000e-2,4.080000000e+1,-6.787200000e+1,,,
8.000000000e+0,-6.378125000e-2,4.120937500e+1,-6.921600000e+1,,,
2.046875000e+0,-6.012500000e-2,4.162187500e+1,-6.720525000e+1,,,
6.015625000e+0,-7.200000000e-2,4.079062500e+1,-6.854400000e+1,,,
8.000000000e+0,-6.000000000e-2,4.240312500e+1,-6.653325000e+1,,,
5.937500000e+0,-6.815625000e-2,4.076562500e+1,-6.922125000e+1,,,
1.953125000e+0,-8.003125000e-2,4.040937500e+1,-6.782475000e+1,,,
2.046875000e+0,-7.187500000e-2,4.161250000e+1,-6.654900000e+1,,,
4.000000000e+0,-6.800000000e-2,4.118437500e+1,-6.854400000e+1,,,
2.000000000e+0,-6.793750000e-2,4.039062500e+1,-6.720000000e+1,,,
4.000000000e+0,-7.606250000e-2,4.080000000e+1,-6.854925000e+1,,,
2.015625000e+0,-7.993750000e-2,4.040000000e+1,-6.854925000e+1,,,
-2.046875000e+0,-6.787500000e-2,4.159375000e+1,-6.787725000e+1,,,
4.000000000e+0,-6.812500000e-2,4.200000000e+1,-6.720000000e+1,,,
-1.937500000e+0,-7.200000000e-2,4.120000000e+1,-6.787200000e+1,,,
1.859375000e+0,-6.400000000e-2,4.240000000e+1,-6.720525000e+1,,,
7.921875000e+0,-6.403125000e-2,4.119687500e+1,-6.787725000e+1,,,
-7.812500000e-2,-6.806250000e-2,4.240312500e+1,-6.787200000e+1,,,
4.046875000e+0,-7.193750000e-2,4.040312500e+1,-6.854925000e+1,,,
6.062500000e+0,-6.393750000e-2,4.120000000e+1,-6.787200000e+1,,,
7.906250000e+0,-6.828125000e-2,4.039375000e+1,-6.921600000e+1,,,
-7.812500000e-2,-7.596875000e-2,4.119375000e+1,-6.854925000e+1,,,
2.078125000e+0,-6.800000000e-2,4.157500000e+1,-6.921600000e+1,,,
5.984375000e+0,-6.800000000e-2,4.199687500e+1,-6.854400000e+1,,,
4.031250000e+0,-6.800000000e-2,4.080000000e+1,-6.921600000e+1,,,
2.015625000e+0,-6.796875000e-2,4.120000000e+1,-6.854400000e+1,,,
-1.562500000e-2,-6.815625000e-2,4.120625000e+1,-6.923175000e+1,,,
3.968750000e+0,-8.000000000e-2,4.159062500e+1,-6.921600000e+1,,,
3.968750000e+0,-6.793750000e-2,4.040000000e+1,-6.720000000e+1,,,
8.000000000e+0,-7.578125000e-2,4.154687500e+1,-6.853350000e+1,,,
3.953125000e+0,-7.596875000e-2,4.200000000e+1,-6.788250000e+1,,,
6.046875000e+0,-6.787500000e-2,4.160000000e+1,-6.787200000e+1,,,
8.000000000e+0,-6.000000000e-2,4.159375000e+1,-6.786150000e+1,,,
5.968750000e+0,-6.406250000e-2,4.040312500e+1,-6.652275000e+1,,,
2.000000000e+0,-6.403125000e-2,4.199062500e+1,-6.854400000e+1,,,
2.000000000e+0,-6.800000000e-2,4.121250000e+1,-6.787200000e+1,,,
2.015625000e+0,-6.793750000e-2,4.120312500e+1,-6.853350000e+1,,,
6.000000000e+0,-6.406250000e-2,4.040312500e+1,-6.855450000e+1,,,
4.000000000e+0,-7.206250000e-2,4.079375000e+1,-6.720000000e+1,,,
6.000000000e+0,-6.793750000e-2,4.161250000e+1,-6.786675000e+1,,,
4.000000000e+0,-7.218750000e-2,4.199375000e+1,-6.854400000e+1,,,
2.000000000e+0,-7.184375000e-2,4.040000000e+1,-6.921600000e+1,,,
6.000000000e+0,-6.400000000e-2,4.198125000e+1,-6.924225000e+1,,,
2.000000000e+0,-6.803125000e-2,4.119687500e+1,-6.787725000e+1,,,
4.000000000e+0,-7.206250000e-2,4.240000000e+1,-6.923700000e+1,,,
1.968750000e+0,-8.393750000e-2,4.118750000e+1,-6.986700000e+1,,,
4.062500000e+0,-6.793750000e-2,4.159687500e+1,-6.787200000e+1,,,
7.968750000e+0,-8.021875000e-2,4.120312500e+1,-7.124775000e+1,,,
-3.125000000e-2,-7.593750000e-2,4.280000000e+1,-6.854400000e+1,,,
1.984375000e+0,-6.418750000e-2,4.240625000e+1,-6.720000000e+1,,,
-1.906250000e+0,-6.781250000e-2,4.120000000e+1,-6.920550000e+1,,,
-2.109375000e+0,-7.593750000e-2,4.080000000e+1,-6.787200000e+1,,,
9.796875000e+0,-7.606250000e-2,4.080625000e+1,-6.787725000e+1,,,
1.018750000e+1,-7.200000000e-2,4.119687500e+1,-6.921075000e+1,,,
4.000000000e+0,-6.821875000e-2,4.040625000e+1,-6.787200000e+1,,,
6.031250000e+0,-5.993750000e-2,4.078125000e+1,-6.651750000e+1,,,
2.000000000e+0,-6.793750000e-2,4.120000000e+1,-6.786675000e+1,,,
3.984375000e+0,-6.790625000e-2,4.119687500e+1,-6.653325000e+1,,,
0.000000000e+0,-8.400000000e-2,4.159375000e+1,-6.654375000e+1,,,
5.984375000e+0,-6.806250000e-2,4.079687500e+1,-6.853875000e+1,,,
-2.015625000e+0,-7.200000000e-2,4.160000000e+1,-6.854400000e+1,,,
6.015625000e+0,-7.200000000e-2,4.160625000e+1,-6.921600000e+1,,,
4.000000000e+0,-6.828125000e-2,4.080625000e+1,-6.653325000e+1,,,
3.984375000e+0,-6.387500000e-2,4.119687500e+1,-6.854400000e+1,,,
3.984375000e+0,-7.593750000e-2,4.119062500e+1,-6.788250000e+1,,,
4.015625000e+0,-7.206250000e-2,4.040625000e+1,-6.989850000e+1,,,
0.000000000e+0,-7.200000000e-2,4.119687500e+1,-6.853875000e+1,,,
3.953125000e+0,-7.196875000e-2,4.080937500e+1,-6.853875000e+1,,,
4.015625000e+0,-7.987500000e-2,4.200312500e+1,-6.787200000e+1,,,
3.984375000e+0,-7.625000000e-2,3.999375000e+1,-6.988800000e+1,,,
4.046875000e+0,-6.403125000e-2,4.040000000e+1,-6.718425000e+1,,,
7.984375000e+0,-7.196875000e-2,4.040000000e+1,-6.720525000e+1,,,
1.953125000e+0,-7.600000000e-2,4.080000000e+1,-6.652800000e+1,,,
2.000000000e+0,-8.400000000e-2,4.120000000e+1,-6.721575000e+1,,,
4.000000000e+0,-7.606250000e-2,4.160312500e+1,-6.853875000e+1,,,
0.000000000e+0,-7.593750000e-2,4.160625000e+1,-6.720525000e+1,,,
2.015625000e+0,-7.600000000e-2,4.120000000e+1,-6.854400000e+1,,,
3.984375000e+0,-7.200000000e-2,4.079375000e+1,-6.786675000e+1,,,
3.984375000e+0,-6.800000000e-2,4.040312500e+1,-6.652275000e+1,,,
8.000000000e+0,-7.200000000e-2,4.120312500e+1,-6.921600000e+1,,,
4.015625000e+0,-6.803125000e-2,4.159687500e+1,-6.719475000e+1,,,
4.000000000e+0,-7.600000000e-2,4.160000000e+1,-6.787200000e+1,,,
2.000000000e+0,-6.800000000e-2,4.160625000e+1,-6.720525000e+1,,,
3.984375000e+0,-7.984375000e-2,4.079375000e+1,-6.924750000e+1,,,
5.984375000e+0,-8.003125000e-2,4.080312500e+1,-6.920550000e+1,,,
1.953125000e+0,-8.000000000e-2,4.120937500e+1,-6.653325000e+1,,,
2.015625000e+0,-7.603125000e-2,4.239687500e+1,-6.925800000e+1,,,
6.000000000e+0,-7.590625000e-2,4.119375000e+1,-6.855450000e+1,,,
2.000000000e+0,-8.415625000e-2,4.161250000e+1,-6.718425000e+1,,,
-2.000000000e+0,-7.203125000e-2,4.040000000e+1,-6.921600000e+1,,,
3.968750000e+0,-8.384375000e-2,4.160312500e+1,-6.652800000e+1,,,
4.015625000e+0,-8.406250000e-2,4.120000000e+1,-6.854400000e+1,,,
4.000000000e+0,-6.800000000e-2,4.200000000e+1,-6.853875000e+1,,,
3.953125000e+0,-7.200000000e-2,4.118125000e+1,-6.652800000e+1,,,
8.000000000e+0,-7.200000000e-2,4.080000000e+1,-6.854400000e+1,,,
5.953125000e+0,-8.393750000e-2,4.075625000e+1,-6.788250000e+1,,,
9.953125000e+0,-7.600000000e-2,4.200000000e+1,-6.854925000e+1,,,
-9.375000000e-2,-7.600000000e-2,4.039687500e+1,-6.855450000e+1,,,
2.093750000e+0,-7.203125000e-2,4.160000000e+1,-6.585600000e+1,,,
5.984375000e+0,-8.406250000e-2,4.080625000e+1,-6.788250000e+1,,,
4.015625000e+0,-8.396875000e-2,4.280937500e+1,-6.787200000e+1,,,
8.015625000e+0,-7.603125000e-2,4.203750000e+1,-6.787200000e+1,,,
4.062500000e+0,-7.596875000e-2,4.160000000e+1,-6.786675000e+1,,,
2.000000000e+0,-7.993750000e-2,4.278750000e+1,-6.720525000e+1,,,
2.000000000e+0,-8.403125000e-2,3.999375000e+1,-6.856500000e+1,,,
0.000000000e+0,-7.606250000e-2,4.165312500e+1,-6.850200000e+1,,,
1.906250000e+0,-7.203125000e-2,4.196562500e+1,-6.585600000e+1,,,
1.003125000e+1,-8.396875000e-2,4.120000000e+1,-6.787200000e+1,,,
1.093750000e-1,-8.018750000e-2,4.240000000e+1,-6.921600000e+1,,,
4.078125000e+0,-8.003125000e-2,4.078437500e+1,-6.720000000e+1,,,
6.015625000e+0,-7.600000000e-2,4.080312500e+1,-6.720525000e+1,,,
8.015625000e+0,-6.400000000e-2,4.160000000e+1,-6.855450000e+1,,,
7.968750000e+0,-7.206250000e-2,4.080312500e+1,-6.854925000e+1,,,
2.015625000e+0,-7.600000000e-2,4.200000000e+1,-6.720525000e+1,,,
2.000000000e+0,-8.003125000e-2,4.081562500e+1,-6.722100000e+1,,,
2.000000000e+0,-7.603125000e-2,4.077500000e+1,-6.988800000e+1,,,
-2.015625000e+0,-7.600000000e-2,4.239687500e+1,-6.855450000e+1,,,
3.984375000e+0,-7.200000000e-2,4.080625000e+1,-6.921600000e+1,,,
0.000000000e+0,-7.196875000e-2,4.041250000e+1,-6.854400000e+1,,,
1.953125000e+0,-8.412500000e-2,4.200000000e+1,-6.920550000e+1,,,
4.000000000e+0,-8.796875000e-2,4.120312500e+1,-6.988800000e+1,,,
1.984375000e+0,-7.609375000e-2,4.119062500e+1,-6.921600000e+1,,,
7.984375000e+0,-7.196875000e-2,4.160000000e+1,-6.921600000e+1,,,
6.000000000e+0,-7.203125000e-2,4.160000000e+1,-6.584025000e+1,,,
2.000000000e+0,-7.200000000e-2,3.999062500e+1,-6.796125000e+1,,,
6.062500000e+0,-8.003125000e-2,4.123750000e+1,-6.987750000e+1,,,
5.906250000e+0,-8.000000000e-2,4.199687500e+1,-6.785100000e+1,,,
-4.000000000e+0,-8.000000000e-2,4.159062500e+1,-6.855975000e+1,,,
3.968750000e+0,-8.396875000e-2,4.155625000e+1,-6.921600000e+1,,,
1.984375000e+0,-8.006250000e-2,4.279375000e+1,-6.921075000e+1,,,
5.984375000e+0,-7.203125000e-2,4.198437500e+1,-6.988800000e+1,,,
6.046875000e+0,-7.206250000e-2,4.120000000e+1,-6.855450000e+1,,,
2.015625000e+0,-8.400000000e-2,4.200000000e+1,-6.787725000e+1,,,
3.921875000e+0,-8.003125000e-2,4.120000000e+1,-6.787200000e+1,,,
5.984375000e+0,-7.993750000e-2,4.119062500e+1,-6.989325000e+1,,,
3.875000000e+0,-8.400000000e-2,4.161562500e+1,-6.722625000e+1,,,
-2.031250000e+0,-8.000000000e-2,4.080000000e+1,-6.720525000e+1,,,
2.031250000e+0,-8.003125000e-2,4.159687500e+1,-6.853875000e+1,,,
4.015625000e+0,-8.809375000e-2,4.080000000e+1,-6.854400000e+1,,,
6.000000000e+0,-8.781250000e-2,4.200312500e+1,-6.854400000e+1,,,
6.031250000e+0,-7.200000000e-2,4.158750000e+1,-6.787725000e+1,,,
7.968750000e+0,-7.996875000e-2,4.119062500e+1,-6.787200000e+1,,,
2.031250000e+0,-7.596875000e-2,4.159687500e+1,-6.787725000e+1,,,
3.937500000e+0,-9.196875000e-2,4.159375000e+1,-6.854400000e+1,,,
4.078125000e+0,-8.400000000e-2,4.120312500e+1,-6.921600000e+1,,,
-2.015625000e+0,-8.800000000e-2,4.200000000e+1,-6.784575000e+1,,,
5.937500000e+0,-8.400000000e-2,4.119687500e+1,-6.652800000e+1,,,
4.031250000e+0,-8.006250000e-2,4.159375000e+1,-6.718425000e+1,,,
6.031250000e+0,-7.206250000e-2,4.080625000e+1,-6.922650000e+1,,,
5.953125000e+0,-7.596875000e-2,4.040000000e+1,-6.921600000e+1,,,
1.984375000e+0,-8.400000000e-2,4.080937500e+1,-6.787200000e+1,,,
6.015625000e+0,-8.800000000e-2,4.160000000e+1,-6.854925000e+1,,,
8.015625000e+0,-8.400000000e-2,4.079375000e+1,-6.921075000e+1,,,
1.200000000e+1,-8.800000000e-2,4.120000000e+1,-6.720000000e+1,,,
3.953125000e+0,-8.831250000e-2,4.079062500e+1,-6.988275000e+1,,,
2.031250000e+0,-7.200000000e-2,4.160000000e+1,-6.853875000e+1,,,
5.984375000e+0,-8.803125000e-2,4.080000000e+1,-6.786150000e+1,,,
6.000000000e+0,-7.584375000e-2,4.119687500e+1,-6.921600000e+1,,,
3.984375000e+0,-8.012500000e-2,4.120000000e+1,-6.854400000e+1,,,
2.000000000e+0,-8.800000000e-2,4.119375000e+1,-6.921600000e+1,,,
4.000000000e+0,-8.403125000e-2,4.080000000e+1,-6.921600000e+1,,,
2.046875000e+0,-9.187500000e-2,4.119687500e+1,-6.924225000e+1,,,
-2.000000000e+0,-8.803125000e-2,4.120937500e+1,-6.787725000e+1,,,
4.000000000e+0,-8.400000000e-2,4.240625000e+1,-6.854400000e+1,,,
1.937500000e+0,-8.403125000e-2,4.198750000e+1,-6.787200000e+1,,,
2.046875000e+0,-8.793750000e-2,4.117500000e+1,-6.853875000e+1,,,
7.968750000e+0,-7.596875000e-2,4.040000000e+1,-6.720000000e+1,,,
2.000000000e+0,-7.996875000e-2,4.118125000e+1,-6.922125000e+1,,,
8.000000000e+0,-8.000000000e-2,4.200000000e+1,-6.787200000e+1,,,
6.000000000e+0,-8.403125000e-2,4.160312500e+1,-6.854400000e+1,,,
4.000000000e+0,-8.403125000e-2,4.080000000e+1,-6.787200000e+1,,,
6.000000000e+0,-9.193750000e-2,4.079687500e+1,-6.787200000e+1,,,
2.015625000e+0,-7.581250000e-2,4.080312500e+1,-6.720525000e+1,,,
3.984375000e+0,-7.603125000e-2,4.200000000e+1,-6.720000000e+1,,,
2.031250000e+0,-8.403125000e-2,4.082812500e+1,-6.786675000e+1,,,
2.062500000e+0,-7.996875000e-2,4.119687500e+1,-6.921600000e+1,,,
6.000000000e+0,-8.406250000e-2,4.160937500e+1,-6.853875000e+1,,,
1.890625000e+0,-8.393750000e-2,3.880000000e+1,-6.787725000e+1,,,
6.250000000e-2,-8.006250000e-2,4.161562500e+1,-6.922125000e+1,,,
6.046875000e+0,-8.809375000e-2,4.080000000e+1,-6.720000000e+1,,,
3.953125000e+0,-8.387500000e-2,4.160000000e+1,-6.718950000e+1,,,
2.031250000e+0,-7.990625000e-2,4.079375000e+1,-6.853875000e+1,,,
1.562500000e-2,-9.600000000e-2,4.279375000e+1,-6.854400000e+1,,,
-1.562500000e-2,-8.812500000e-2,4.159062500e+1,-6.921075000e+1,,,
1.968750000e+0,-8.406250000e-2,4.200312500e+1,-6.787200000e+1,,,
6.000000000e+0,-8.803125000e-2,4.159687500e+1,-6.854400000e+1,,,
4.015625000e+0,-8.400000000e-2,4.160000000e+1,-6.988800000e+1,,,
5.906250000e+0,-8.381250000e-2,4.160937500e+1,-6.923700000e+1,,,
8.000000000e+0,-9.600000000e-2,4.080000000e+1,-6.854400000e+1,,,
5.937500000e+0,-8.396875000e-2,4.120000000e+1,-6.922650000e+1,,,
4.015625000e+0,-8.393750000e-2,4.200625000e+1,-6.988800000e+1,,,
6.000000000e+0,-7.600000000e-2,4.199687500e+1,-6.922650000e+1,,,
3.984375000e+0,-8.825000000e-2,4.160000000e+1,-6.719475000e+1,,,
3.984375000e+0,-9.593750000e-2,4.199687500e+1,-6.787725000e+1,,,
2.000000000e+0,-8.421875000e-2,4.082500000e+1,-6.854400000e+1,,,
1.000000000e+1,-8.409375000e-2,4.119062500e+1,-6.854400000e+1,,,
4.000000000e+0,-9.206250000e-2,4.160000000e+1,-6.921600000e+1,,,
6.000000000e+0,-8.787500000e-2,4.160000000e+1,-6.921075000e+1,,,
0.000000000e+0,-8.400000000e-2,4.160000000e+1,-6.988800000e+1,,,
6.000000000e+0,-8.393750000e-2,4.120312500e+1,-6.854400000e+1,,,
8.046875000e+0,-8.003125000e-2,4.200000000e+1,-6.853875000e+1,,,
1.968750000e+0,-8.800000000e-2,4.120312500e+1,-6.854400000e+1,,,
1.562500000e-2,-8.403125000e-2,4.120000000e+1,-6.854925000e+1,,,
4.062500000e+0,-9.203125000e-2,4.079375000e+1,-6.853875000e+1,,,
5.921875000e+0,-9.206250000e-2,4.120937500e+1,-6.719475000e+1,,,
2.046875000e+0,-9.590625000e-2,4.240625000e+1,-6.788250000e+1,,,
1.001562500e+1,-8.400000000e-2,4.158125000e+1,-6.787200000e+1,,,
6.000000000e+0,-9.590625000e-2,4.081875000e+1,-6.854925000e+1,,,
1.000000000e+1,-9.200000000e-2,4.080000000e+1,-6.720000000e+1,,,
6.015625000e+0,-9.200000000e-2,4.200625000e+1,-6.786150000e+1,,,
3.921875000e+0,-8.793750000e-2,4.160625000e+1,-6.921075000e+1,,,
1.200000000e+1,-8.809375000e-2,4.040000000e+1,-6.921600000e+1,,,
4.140625000e+0,-9.606250000e-2,4.120312500e+1,-6.854400000e+1,,,
3.921875000e+0,-9.600000000e-2,4.161562500e+1,-6.921075000e+1,,,
7.953125000e+0,-8.793750000e-2,4.039687500e+1,-6.853875000e+1,,,
3.968750000e+0,-8.409375000e-2,4.159375000e+1,-6.787725000e+1,,,
6.015625000e+0,-9.196875000e-2,4.159687500e+1,-6.717375000e+1,,,
3.953125000e+0,-8.400000000e-2,4.200000000e+1,-6.988800000e+1,,,
4.078125000e+0,-9.621875000e-2,4.199062500e+1,-6.721050000e+1,,,
7.953125000e+0,-9.603125000e-2,4.120312500e+1,-6.784050000e+1,,,
2.000000000e+0,-1.000000000e-1,4.118437500e+1,-6.987225000e+1,,,
7.984375000e+0,-9.200000000e-2,4.160000000e+1,-6.988800000e+1,,,
2.015625000e+0,-9.600000000e-2,4.120000000e+1,-6.854925000e+1,,,
6.000000000e+0,-8.809375000e-2,4.119687500e+1,-6.854925000e+1,,,
0.000000000e+0,-1.040000000e-1,4.079062500e+1,-6.854400000e+1,,,
3.953125000e+0,-8.784375000e-2,4.080625000e+1,-6.854400000e+1,,,
3.984375000e+0,-9.609375000e-2,4.160000000e+1,-6.921600000e+1,,,
6.015625000e+0,-9.218750000e-2,4.081250000e+1,-6.989850000e+1,,,
4.015625000e+0,-9.206250000e-2,4.120000000e+1,-6.788250000e+1,,,
8.000000000e+0,-9.600000000e-2,4.119687500e+1,-6.787200000e+1,,,
3.953125000e+0,-9.193750000e-2,4.160000000e+1,-6.787200000e+1,,,
4.000000000e+0,-9.203125000e-2,4.120000000e+1,-6.854400000e+1,,,
